kegg_pathways	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
ko04070: Phosphatidylinositol signaling system	0	0	0	0	0	0	0	1.83792e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69996e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40195e-08	0	0	0	0	0	0	0	0	0	0	0	1.9316e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62755e-06	0
ko04075: Plant hormone signal transduction	9.66914e-06	9.67482e-06	9.77488e-06	6.84031e-06	1.443e-05	1.04769e-05	1.1343e-05	7.78799e-06	1.08988e-05	9.73163e-06	8.51858e-06	2.29928e-05	9.0263e-06	1.4497e-05	1.62687e-05	1.13079e-05	7.14855e-06	1.23574e-05	9.21605e-06	6.51774e-06	6.06565e-06	7.01778e-06	1.50744e-05	1.10559e-05	1.16885e-05	1.25046e-05	1.57373e-05	8.5931e-06	9.92475e-06	1.24475e-05	7.30613e-06	1.4628e-05	6.57842e-06	1.35643e-05	1.0698e-05	1.16518e-05	1.50872e-05	7.66212e-06	8.07539e-06	1.38733e-05	1.15223e-05	1.48654e-05	1.79291e-05	3.00212e-06	8.7883e-06	2.5607e-06	9.7671e-06	9.27737e-06	5.55969e-06	7.62891e-06	9.65095e-06	1.18342e-05	1.38761e-05	7.8264e-06	5.07926e-06	1.22364e-05	8.07763e-06	5.84314e-06	3.75373e-06	3.76568e-06	8.51908e-06	8.04424e-06	6.42006e-06	7.93207e-06	1.13276e-05	6.50673e-06	1.66266e-05	1.40577e-05	1.25931e-05	8.91856e-06	1.20861e-05	1.41003e-05	7.06143e-06	8.53095e-06	7.88581e-06	1.01418e-05	6.97262e-06	9.74428e-06	7.86603e-06	1.41051e-05	7.4587e-06	1.07846e-05	5.19893e-06	1.18571e-05	1.1549e-05	9.52904e-06	1.5114e-05	4.26955e-06	7.48872e-06
ko04080: Neuroactive ligand-receptor interaction	2.33295e-06	2.86788e-06	1.44961e-06	2.2487e-06	3.5824e-06	1.47834e-06	5.52638e-06	1.62757e-06	8.44028e-07	5.40279e-06	1.10206e-06	9.24449e-07	4.68625e-06	1.11419e-06	3.72554e-06	1.66602e-06	1.82315e-06	2.11746e-06	2.96061e-06	3.88671e-06	2.31713e-06	2.97708e-06	2.42378e-06	3.32021e-06	2.61429e-06	2.46093e-06	1.79181e-06	2.6847e-06	2.32535e-06	2.24086e-06	3.29224e-06	5.85722e-06	1.90482e-06	1.72424e-06	1.55824e-06	2.42385e-06	6.8323e-07	2.49249e-06	3.31132e-06	2.76487e-06	1.62534e-06	3.05568e-06	2.47675e-06	8.55721e-06	1.18542e-06	1.22875e-06	3.3316e-06	4.47811e-06	6.89829e-07	3.6451e-06	1.78682e-06	2.5869e-06	3.70813e-06	2.1965e-07	7.52367e-07	7.68737e-07	6.33307e-07	2.56892e-06	1.25595e-06	2.36791e-06	2.51571e-06	2.55202e-06	5.13498e-06	8.75039e-07	3.21544e-06	3.65297e-06	2.47756e-06	3.86847e-06	2.11717e-06	1.50265e-06	1.55631e-06	2.03248e-06	4.54763e-06	1.38332e-06	2.76112e-06	5.42856e-07	1.03699e-06	4.29082e-06	1.33599e-06	2.93625e-06	1.86934e-06	2.58321e-06	2.6333e-06	3.17746e-06	3.92402e-06	2.20955e-06	1.5537e-06	5.5231e-06	3.65728e-06
ko04110: Cell cycle	1.60717e-06	9.49318e-07	5.06379e-06	1.48368e-06	2.18363e-06	2.71573e-06	3.92323e-07	2.07471e-07	8.38855e-07	3.72735e-07	2.50202e-06	4.34157e-06	2.98766e-06	1.05062e-06	1.07783e-06	4.56178e-06	1.04477e-06	7.63091e-08	3.51366e-06	4.25319e-06	1.50094e-06	6.42903e-06	4.32326e-06	1.86963e-06	5.7277e-06	1.30494e-06	3.09273e-06	1.68133e-06	1.79847e-05	1.98021e-06	3.99246e-07	1.14013e-06	2.32703e-07	5.31053e-06	1.15774e-06	1.21549e-06	7.38491e-06	2.45625e-06	1.10418e-07	3.03972e-07	2.1158e-06	3.68277e-06	3.14915e-06	8.25095e-08	5.79879e-07	1.20716e-06	5.59791e-07	1.0413e-06	9.06446e-07	5.04774e-07	1.39122e-06	2.53626e-06	2.50656e-06	8.88605e-07	2.885e-06	3.57428e-06	6.33033e-07	1.03346e-06	2.58809e-06	2.43313e-06	2.231e-06	9.78068e-07	1.55226e-06	2.47755e-06	4.63397e-06	1.38186e-06	1.91056e-06	2.7298e-06	2.62009e-06	1.05435e-06	3.80528e-06	9.81577e-07	2.07279e-06	1.51832e-06	4.60833e-06	2.44251e-06	3.68519e-06	1.18673e-06	1.0519e-06	3.51887e-06	5.58071e-06	1.69543e-06	1.34522e-06	1.68969e-06	1.47358e-06	2.2666e-07	4.61305e-06	1.81218e-06	2.26119e-06
ko04111: Cell cycle - yeast	6.06666e-06	7.37803e-06	4.99093e-06	3.04356e-06	4.12547e-06	6.93289e-06	6.23164e-06	9.72164e-06	4.13561e-06	4.00437e-06	4.75206e-06	6.08268e-06	3.54955e-06	2.49682e-06	5.58012e-06	6.03072e-06	1.76288e-06	2.05809e-06	8.09322e-06	7.23394e-06	5.82162e-06	7.55628e-06	4.66925e-06	6.81718e-06	3.93845e-06	1.17306e-05	3.18577e-06	5.19018e-06	4.09874e-06	2.92152e-06	2.47818e-06	4.18874e-06	1.98269e-06	3.50927e-06	5.85102e-06	3.84735e-06	6.24541e-07	4.53653e-06	2.02398e-06	1.98342e-06	4.5476e-06	7.12453e-06	8.92583e-06	9.5226e-06	4.93792e-06	4.98078e-06	4.11331e-06	5.48285e-06	1.33524e-06	7.68548e-06	2.35185e-06	4.315e-06	1.9491e-06	1.99059e-06	5.60396e-06	9.0129e-06	2.351e-06	6.14253e-06	4.96945e-06	7.5604e-06	2.69531e-06	5.30373e-06	3.92776e-06	6.24139e-06	9.32969e-06	2.77785e-06	1.91175e-06	3.45317e-06	4.37586e-06	2.62101e-06	5.50115e-06	3.42933e-06	6.70343e-06	5.15315e-06	5.87165e-06	4.06881e-06	5.67793e-06	4.02652e-06	4.49677e-06	3.28784e-06	1.15187e-05	3.57323e-06	6.01006e-06	6.88036e-06	5.89319e-06	4.62556e-06	3.76061e-06	1.01056e-05	5.6662e-06
ko04112: Cell cycle - Caulobacter	0.0130883	0.012854	0.0126362	0.0128188	0.0117772	0.012526	0.0114842	0.0123676	0.0118382	0.0122094	0.0125647	0.0134586	0.0130137	0.0114806	0.0124662	0.0118895	0.012532	0.0119365	0.0127761	0.0127322	0.0148099	0.0130591	0.0127375	0.0120337	0.0132185	0.0131693	0.0124999	0.0139208	0.0122338	0.0121804	0.0113612	0.0122643	0.0122041	0.0128293	0.0123657	0.0114955	0.0115386	0.0120342	0.0123977	0.0118863	0.0118754	0.0124889	0.0131443	0.00985785	0.0127096	0.0126218	0.0130476	0.0120456	0.0120529	0.0132989	0.0119828	0.0119326	0.0118984	0.0124863	0.0130912	0.0128257	0.0118299	0.0127205	0.0134483	0.0123106	0.012757	0.0117632	0.0116904	0.0119803	0.0127166	0.0125364	0.0120476	0.0122545	0.0122274	0.0120449	0.0114547	0.0124777	0.0129756	0.0124723	0.0136449	0.012581	0.0127023	0.0115526	0.0114385	0.0119069	0.0129297	0.0123581	0.0129238	0.0127899	0.0129682	0.0114309	0.0124816	0.011412	0.0135969
ko04113: Meiosis - yeast	4.94834e-05	3.00793e-05	2.63349e-05	3.24838e-05	3.29529e-05	3.86849e-05	2.24123e-05	4.80523e-05	3.58106e-05	3.66423e-05	3.3757e-05	3.2059e-05	2.58966e-05	6.74555e-05	3.27284e-05	4.73188e-05	2.09978e-05	3.87461e-05	3.38147e-05	4.96286e-05	2.98585e-05	4.31678e-05	3.28099e-05	3.40866e-05	3.33283e-05	3.37548e-05	3.9023e-05	3.36689e-05	2.71687e-05	5.0702e-05	3.47984e-05	6.11468e-05	4.6686e-05	2.88747e-05	2.91135e-05	4.55909e-05	5.50244e-05	3.06884e-05	4.14802e-05	3.53771e-05	2.51186e-05	1.78548e-05	2.97237e-05	2.79851e-05	2.4302e-05	2.57969e-05	3.79805e-05	4.97495e-05	2.73986e-05	2.49921e-05	4.25821e-05	4.91386e-05	6.36059e-05	4.10548e-05	2.48573e-05	2.36879e-05	4.97184e-05	4.05387e-05	3.03051e-05	2.91568e-05	2.9431e-05	2.5784e-05	2.50055e-05	5.04653e-05	2.71424e-05	3.00866e-05	6.62545e-05	4.43972e-05	5.85209e-05	2.70043e-05	3.54722e-05	2.06617e-05	2.48402e-05	2.82898e-05	2.17875e-05	2.54579e-05	3.67342e-05	3.8267e-05	5.26471e-05	3.35106e-05	2.17907e-05	3.98628e-05	2.13244e-05	4.45202e-05	2.00932e-05	6.06958e-05	6.72906e-05	2.49026e-05	2.88102e-05
ko04114: Oocyte meiosis	1.01482e-06	3.16165e-06	1.68141e-06	1.69615e-06	4.26642e-07	7.56312e-07	1.64542e-06	1.47179e-06	7.83915e-07	7.18243e-07	2.72088e-06	3.14459e-06	1.93907e-06	8.42792e-07	1.05737e-06	2.64884e-06	1.26752e-06	1.55433e-07	3.82257e-06	1.30538e-06	8.93199e-07	9.4243e-07	1.03516e-06	2.09709e-06	7.56774e-07	1.53964e-06	1.6591e-06	1.69118e-06	7.15644e-07	6.03089e-07	2.72881e-07	9.84981e-07	5.15338e-07	1.31306e-06	2.21016e-06	2.52145e-06	1.97043e-07	1.03273e-06	5.57304e-07	4.01808e-07	2.27638e-06	4.53492e-06	4.90521e-06	4.44976e-07	1.06693e-06	9.43924e-07	1.9309e-06	9.44751e-07	2.8602e-07	2.52782e-06	5.27797e-07	3.03573e-06	7.13998e-07	3.86757e-07	9.08383e-07	2.02209e-06	5.72044e-07	1.51041e-06	5.82947e-07	1.27847e-06	1.77473e-06	2.47416e-06	2.12447e-06	1.86959e-06	3.04164e-06	5.47511e-07	6.57136e-07	1.15121e-06	4.19255e-07	7.23208e-07	2.01494e-06	1.34636e-06	4.2504e-06	1.3941e-06	2.95469e-06	1.07213e-06	1.76444e-06	7.15431e-07	2.19744e-07	9.5254e-07	3.04313e-06	1.52545e-06	3.00993e-06	5.62547e-07	1.04993e-06	4.15735e-07	9.68289e-07	2.24089e-06	5.73641e-06
ko04115: p53 signaling pathway	1.14925e-06	1.32963e-06	1.4631e-06	0	1.1361e-05	1.85367e-06	1.3698e-05	4.99354e-07	0	3.77982e-07	1.85292e-05	6.20281e-06	5.72152e-06	5.34743e-07	0	3.20846e-06	0	0	2.73975e-06	1.26733e-07	1.70623e-05	1.30477e-05	7.10479e-06	2.50746e-06	1.13296e-06	2.78055e-06	0	1.59699e-05	6.4474e-06	5.48696e-07	3.6079e-08	0	0	6.26061e-07	3.13297e-07	3.22244e-07	0	2.59905e-05	1.86312e-06	1.46293e-06	5.60259e-07	0	5.64108e-06	2.34833e-05	1.2099e-06	0	5.06028e-06	9.57634e-07	0	7.34536e-06	0	9.50856e-08	5.89715e-08	0	1.493e-07	2.14891e-06	0	0	1.01021e-05	6.55414e-06	0	3.63118e-08	5.43808e-06	0	0	1.88915e-06	0	2.11415e-06	3.75877e-07	5.48953e-07	1.1259e-05	8.39029e-06	1.19811e-05	1.51568e-05	1.50384e-06	0	3.66652e-07	1.0731e-06	3.04102e-06	0	7.75307e-07	3.13569e-06	4.01722e-06	3.21598e-07	0	2.6217e-07	1.82762e-06	2.23069e-05	9.11626e-07
ko04120: Ubiquitin mediated proteolysis	1.71813e-05	1.9899e-05	1.68503e-05	6.39576e-06	1.10461e-05	1.25782e-05	2.23382e-05	1.79213e-05	1.58885e-05	2.0794e-05	1.18772e-05	3.48228e-05	2.10282e-05	5.90395e-06	1.91352e-05	2.55315e-05	1.00008e-05	8.60171e-06	1.89102e-05	1.77433e-05	9.11826e-06	2.28046e-05	1.7613e-05	2.4023e-05	2.31627e-05	2.66232e-05	1.26372e-05	3.6311e-05	1.27756e-05	1.37932e-05	1.42922e-05	1.49128e-05	1.34586e-05	1.8521e-05	1.40043e-05	1.98943e-05	7.08989e-06	2.72985e-05	1.41852e-05	2.17097e-05	9.19131e-06	2.03752e-05	2.5923e-05	3.40084e-05	2.31841e-05	1.40939e-05	1.17501e-05	1.02755e-05	1.18909e-05	1.96588e-05	9.61376e-06	1.62216e-05	1.99898e-05	1.13013e-05	6.04486e-06	2.14855e-05	1.48094e-05	1.19234e-05	1.76511e-05	1.70612e-05	1.1227e-05	1.13341e-05	2.42242e-05	1.27728e-05	2.32202e-05	1.16871e-05	2.02438e-05	1.78974e-05	2.48677e-05	1.44868e-05	9.61301e-06	1.65039e-05	1.80135e-05	2.06847e-05	1.91723e-05	1.41272e-05	1.37093e-05	8.07667e-06	2.07605e-05	1.01939e-05	1.35325e-05	1.06851e-05	2.24411e-05	1.47382e-05	1.94077e-05	6.81808e-06	9.57098e-06	2.76804e-05	2.36607e-05
ko04122: Sulfur relay system	0.012394	0.011757	0.01267	0.0108193	0.0124492	0.0132515	0.0119187	0.0127863	0.0104843	0.0110939	0.011265	0.0121487	0.0122145	0.0106318	0.0107562	0.0126033	0.0118119	0.0102213	0.0116501	0.0130908	0.00921681	0.0127435	0.0116775	0.0139608	0.0118317	0.012096	0.0119543	0.0128751	0.011006	0.010952	0.0136666	0.0111923	0.0100687	0.0111995	0.0140255	0.0105945	0.00801256	0.0120531	0.0119128	0.00930946	0.0147139	0.01385	0.0129534	0.0126199	0.0115826	0.0107106	0.0113714	0.010676	0.0104268	0.0127628	0.00907602	0.0103395	0.0103958	0.0106715	0.0107599	0.0129863	0.00953593	0.00979245	0.010264	0.012591	0.0132782	0.0117889	0.0155707	0.0120055	0.0130848	0.0107972	0.0092981	0.0108043	0.00894469	0.0115064	0.00980625	0.0131882	0.0137879	0.0142648	0.0127485	0.0139896	0.00977087	0.0124928	0.0112406	0.0106603	0.0149173	0.00889266	0.01166	0.0101342	0.0118129	0.00739386	0.0103523	0.0167035	0.0133745
ko04130: SNARE interactions in vesicular transport	5.0512e-06	1.33783e-05	2.08346e-05	1.70959e-07	2.34435e-08	8.68306e-07	7.19684e-06	6.70363e-06	3.73387e-07	3.70214e-07	2.41388e-08	6.18538e-07	9.69019e-07	0	5.26598e-06	8.26649e-07	2.28191e-07	1.41701e-07	4.37928e-06	2.21342e-07	0	6.04135e-08	4.39555e-07	3.38429e-07	2.30118e-06	2.17208e-05	1.01113e-07	5.89305e-06	1.92299e-07	1.22709e-05	2.00157e-07	2.11356e-06	1.01902e-05	4.76477e-06	3.27109e-06	2.19888e-07	0	2.17655e-06	2.12928e-07	7.6982e-06	1.22799e-07	3.01149e-06	5.09305e-06	2.62574e-05	9.99795e-09	4.60867e-06	1.45344e-07	4.16048e-06	1.35999e-07	1.33544e-07	1.03766e-07	1.37998e-07	2.14272e-05	6.31919e-06	3.36862e-08	6.99967e-07	1.53459e-06	0	7.05634e-08	1.33954e-05	3.98418e-07	3.46062e-06	1.48328e-06	3.48295e-07	4.98403e-06	2.96994e-08	2.88914e-06	1.43686e-07	5.11932e-07	1.69046e-07	1.00218e-06	2.30562e-08	6.14529e-06	8.75523e-06	9.47074e-06	0	3.76337e-08	7.62239e-06	1.32535e-07	1.51404e-05	5.77711e-06	1.56908e-08	5.97566e-06	3.67132e-07	1.06397e-06	7.89381e-07	1.77423e-06	1.6792e-06	1.41773e-05
ko04140: Regulation of autophagy	9.71517e-06	1.20876e-06	1.18549e-05	4.71165e-06	3.7811e-06	1.50761e-06	2.587e-06	7.25827e-06	1.03529e-06	1.91373e-06	1.45259e-05	7.46259e-06	2.39458e-05	2.07789e-06	1.91693e-05	1.41014e-05	1.48665e-06	2.96403e-06	3.4031e-06	1.28542e-05	2.80778e-06	5.30556e-05	4.01815e-06	2.72298e-06	4.57065e-06	1.36747e-05	9.34333e-06	5.58737e-06	1.29379e-06	6.80994e-06	6.49741e-07	2.00394e-05	1.1346e-06	2.16025e-06	1.73838e-05	7.95532e-06	1.11937e-05	2.73037e-06	1.51866e-05	5.68839e-06	2.39557e-06	9.23402e-06	1.36276e-05	4.70818e-06	1.58463e-05	1.45283e-05	1.52413e-05	1.95065e-06	4.09859e-06	2.87778e-05	2.46339e-06	2.37924e-05	1.28464e-05	0	1.40114e-05	1.04e-05	2.06056e-06	2.46833e-05	1.08257e-05	1.89236e-05	1.56194e-06	4.44328e-06	4.28067e-05	7.68602e-06	1.7581e-05	7.68703e-06	1.53111e-05	1.96625e-06	1.27808e-05	5.1156e-06	1.70053e-06	1.36452e-05	6.96426e-06	3.10202e-05	9.04896e-06	0	1.96019e-06	1.31439e-05	1.45509e-06	4.95377e-06	1.72209e-05	1.60605e-05	2.45641e-06	1.04689e-06	5.88249e-06	5.89564e-06	1.34336e-05	1.64168e-05	4.76456e-06
ko04141: Protein processing in endoplasmic reticulum	0.000906736	0.000869245	0.00088134	0.000851739	0.000847731	0.000861159	0.000853887	0.000835238	0.000720598	0.000865719	0.000855508	0.000916835	0.000823161	0.00075676	0.000983749	0.000980127	0.00092928	0.000790725	0.000893945	0.000765182	0.00100392	0.000863547	0.000772007	0.000769841	0.000889671	0.000831192	0.000847049	0.00108095	0.000946074	0.000669058	0.000508635	0.000724605	0.000811539	0.000907257	0.000905666	0.000827479	0.000811892	0.000683852	0.000910289	0.000837221	0.000816962	0.000553482	0.000860581	0.000182582	0.000879431	0.000845037	0.000933729	0.000888796	0.000744557	0.00095758	0.00073466	0.000824288	0.000871927	0.000821947	0.000801164	0.000770479	0.000940387	0.00091806	0.00084305	0.000608108	0.000866822	0.000793905	0.000552695	0.000961985	0.000986921	0.000903481	0.000831567	0.000768902	0.000793283	0.000950545	0.000756274	0.00110416	0.000612962	0.000920795	0.000829748	0.00102665	0.000853894	0.000935251	0.000966285	0.000956402	0.000947159	0.000761473	0.000995027	0.000793396	0.000849753	0.00076828	0.00083355	0.000559377	0.000926953
ko04142: Lysosome	3.32915e-05	4.8245e-05	4.87166e-05	4.01737e-05	2.6647e-05	3.95243e-05	4.48318e-05	3.51762e-05	3.75902e-05	2.58861e-05	3.4927e-05	4.44034e-05	3.34837e-05	3.93288e-05	5.45123e-05	5.24583e-05	3.94635e-05	3.0401e-05	5.33318e-05	2.46533e-05	3.92685e-05	5.46532e-05	2.18477e-05	3.0159e-05	4.29027e-05	3.98473e-05	5.52021e-05	6.10544e-05	3.51244e-05	4.85483e-05	2.66933e-05	4.65511e-05	2.40931e-05	4.19337e-05	3.58723e-05	6.33613e-05	5.48082e-05	3.68106e-05	3.40308e-05	3.01185e-05	3.51337e-05	4.35478e-05	4.48121e-05	2.02253e-05	3.83096e-05	3.00506e-05	2.89412e-05	5.02118e-05	1.3764e-05	4.17259e-05	7.07968e-05	3.99322e-05	4.36705e-05	2.18438e-05	2.12145e-05	4.88744e-05	3.95417e-05	4.40998e-05	6.17891e-05	5.92909e-05	2.61778e-05	4.89847e-05	2.66267e-05	1.69818e-05	3.93075e-05	4.18551e-05	6.81693e-05	4.65687e-05	6.06314e-05	1.76139e-05	3.49569e-05	4.91908e-05	3.88082e-05	3.40167e-05	4.16218e-05	3.42535e-05	4.67066e-05	2.363e-05	5.27718e-05	4.68256e-05	2.01169e-05	4.91979e-05	3.74563e-05	4.63443e-05	3.56021e-05	3.42039e-05	4.68076e-05	4.03072e-05	6.66569e-05
ko04144: Endocytosis	1.37796e-05	1.81146e-05	2.77163e-05	1.50345e-05	1.15338e-05	1.43602e-05	3.23386e-05	1.88961e-05	1.44072e-05	1.80587e-05	1.59807e-05	2.07844e-05	1.89453e-05	1.79508e-05	1.47606e-05	1.92884e-05	1.32918e-05	9.98775e-06	1.9451e-05	1.36056e-05	1.71108e-05	2.58489e-05	1.17317e-05	1.50135e-05	1.55293e-05	2.17734e-05	1.34267e-05	2.49219e-05	1.32511e-05	1.31678e-05	1.31326e-05	1.84813e-05	1.25101e-05	1.59589e-05	1.39619e-05	2.06174e-05	6.21851e-06	1.94028e-05	1.34769e-05	1.2165e-05	1.58263e-05	2.92539e-05	2.11297e-05	2.82537e-05	1.83011e-05	1.45458e-05	1.69499e-05	1.75084e-05	1.1435e-05	1.78818e-05	1.54717e-05	1.21939e-05	1.20984e-05	1.38242e-05	1.58868e-05	2.21136e-05	1.22807e-05	1.39954e-05	1.83462e-05	2.22771e-05	1.71957e-05	1.55089e-05	2.60104e-05	1.53059e-05	2.05417e-05	1.38877e-05	1.93166e-05	1.32978e-05	2.15547e-05	1.72988e-05	1.67076e-05	2.4658e-05	2.85156e-05	1.72831e-05	2.09432e-05	1.34741e-05	1.72375e-05	2.25043e-05	1.14649e-05	1.16118e-05	1.71286e-05	1.87577e-05	2.40474e-05	1.46564e-05	1.64509e-05	2.04808e-05	1.42167e-05	3.19377e-05	2.06383e-05
ko04145: Phagosome	1.27725e-05	9.41174e-06	2.88381e-05	8.54809e-06	6.45394e-06	1.03763e-05	3.52726e-05	1.50116e-05	1.18418e-05	1.41635e-05	1.81856e-05	2.16722e-05	1.96862e-05	1.75405e-05	8.12204e-06	1.11162e-05	6.7334e-06	1.08659e-05	3.09742e-05	1.10535e-05	2.05764e-05	1.40086e-05	1.31612e-05	1.13186e-05	1.68255e-05	1.20707e-05	1.4377e-05	2.14211e-05	1.20413e-05	7.9891e-06	6.3912e-06	1.56595e-05	4.86838e-06	2.15374e-05	1.44537e-05	1.48494e-05	5.22964e-06	2.05526e-05	1.20623e-05	2.18884e-05	9.63538e-06	1.73554e-05	1.90955e-05	9.66356e-06	1.83882e-05	1.81417e-05	2.55719e-05	1.56213e-05	8.60868e-06	1.55087e-05	1.16992e-05	6.74459e-06	1.01211e-05	1.67686e-05	1.29837e-05	2.11192e-05	8.70363e-06	2.55562e-05	1.53072e-05	2.09423e-05	2.11466e-05	1.41505e-05	1.9255e-05	1.21783e-05	1.23839e-05	9.56013e-06	1.20417e-05	1.1054e-05	1.87717e-05	1.27014e-05	1.39428e-05	1.54688e-05	2.7254e-05	2.1479e-05	1.77587e-05	8.86992e-06	1.15884e-05	1.3006e-05	1.23037e-05	1.00178e-05	1.90573e-05	1.81427e-05	1.968e-05	1.06886e-05	1.06321e-05	1.51242e-05	4.92235e-05	3.08934e-05	1.86734e-05
ko04146: Peroxisome	0.000253721	0.000351613	0.000342387	0.000339571	0.000239423	0.000331065	0.000437686	0.000314658	0.000416325	0.000397553	0.000201766	0.000340938	0.00029916	0.000303711	0.000377379	0.000368729	0.000259531	0.000422887	0.000353464	0.000240994	0.000191624	0.00024797	0.000448712	0.000272612	0.000331456	0.000395306	0.00032566	0.00041496	0.000291164	0.000477477	0.000753049	0.00046277	0.000350824	0.000198538	0.000272349	0.000413109	0.000456537	0.000276355	0.000434023	0.000462241	0.000239079	0.000203545	0.000179188	0.000875237	0.00033062	0.000209531	0.000311073	0.000373524	0.000465377	0.000226752	0.000325626	0.000309137	0.000385983	0.000292562	0.00031022	0.000238453	0.000463396	0.000210945	0.000202905	0.000390817	0.0003718	0.000410373	0.000311262	0.000206777	0.000212331	0.000365836	0.000453031	0.000567748	0.00058659	0.000245861	0.000416629	0.0002086	0.000301511	0.000242956	0.000240615	0.000190451	0.000386845	0.000523028	0.000452039	0.000411665	0.000173995	0.000392108	0.00024835	0.000507238	0.000296516	0.000473002	0.00039212	0.000287947	0.000272547
ko04150: mTOR signaling pathway	6.22978e-06	7.42813e-06	7.24532e-06	4.77094e-06	6.60786e-06	8.82668e-06	4.12613e-06	6.6887e-06	5.19932e-06	8.83638e-06	9.97811e-06	1.052e-05	1.37556e-05	5.81587e-06	1.08161e-05	1.08626e-05	5.15343e-06	3.53923e-06	2.57825e-05	5.26674e-06	5.39463e-06	3.23561e-05	8.47315e-06	1.18238e-05	1.16348e-05	8.16779e-06	1.1351e-05	1.87285e-05	1.04415e-05	9.11582e-06	1.45215e-06	1.14449e-05	3.69581e-06	5.93017e-06	6.63649e-06	1.65428e-05	2.592e-06	1.08662e-05	4.66854e-06	6.11858e-06	7.6392e-06	1.57534e-05	6.70285e-06	1.18428e-05	7.0611e-06	6.29572e-06	1.09363e-05	5.36816e-06	4.32144e-06	5.36621e-06	4.54907e-06	6.89773e-06	7.83183e-06	5.23125e-06	5.42944e-06	1.19072e-05	4.3609e-06	1.21423e-05	5.7394e-06	9.53496e-06	9.51569e-06	6.34613e-06	7.73732e-06	1.19463e-05	1.37016e-05	7.50459e-06	4.75148e-06	6.82048e-06	6.79575e-06	8.91156e-06	6.35622e-06	1.02042e-05	7.38226e-06	6.20137e-06	9.69627e-06	1.37088e-05	1.64595e-05	1.6995e-05	1.18496e-05	0	1.19512e-05	0	1.72041e-05	1.21605e-05	6.12767e-06	6.2715e-06	1.10833e-05	9.39742e-06	7.97281e-06
ko04210: Apoptosis	7.54798e-05	7.68349e-05	6.15931e-05	6.9331e-05	4.55438e-05	7.73041e-05	6.41497e-05	0.000102523	0.000107967	0.00013244	7.6423e-05	7.95791e-05	7.71965e-05	0.000119908	8.10721e-05	5.08267e-05	4.32192e-05	0.000106599	5.89717e-05	5.74047e-05	8.82296e-05	5.32681e-05	0.000102491	3.84963e-05	5.14389e-05	7.24712e-05	9.30568e-05	4.83736e-05	8.61965e-05	9.12553e-05	3.21683e-05	8.28372e-05	7.38471e-05	7.32643e-05	9.48577e-05	0.000119955	0.000148752	0.000155424	5.51299e-05	0.000130205	4.18475e-05	4.08371e-05	5.92916e-05	0.000259457	7.1714e-05	7.38488e-05	8.25978e-05	6.88586e-05	8.70735e-05	7.64787e-05	0.000107009	6.35744e-05	7.97733e-05	4.02587e-05	3.76682e-05	6.12839e-05	3.99285e-05	0.000119875	0.000167128	4.2392e-05	6.96549e-05	2.64882e-05	4.74275e-05	2.21646e-05	0.0001033	7.68459e-05	7.2046e-05	6.51699e-05	9.43492e-05	5.63263e-05	8.4516e-05	3.71973e-05	7.13462e-05	6.70818e-05	2.83273e-05	8.36615e-05	0.000102048	7.84586e-05	0.000120283	6.53543e-05	7.96536e-05	5.74767e-05	3.32531e-05	8.64144e-05	7.67364e-05	8.14005e-05	8.96795e-05	5.34582e-05	6.05721e-05
